Year,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,rice_price,wheat_price,maize_price,ChickPea_price
2006,58.03,36.56,38.43,15.34,86.46,6.33,1177.64,316.67,297.61,78.34,177.41
2006,27.63,41.11,8.34,17.11,38.35,8.15,1832.98,292.25,205.72,85.06,269.5
2006,18.34,49.49,26.65,11.74,85.43,6.66,978.9,132.33,246.14,199.06,125.49
2006,51.42,35.33,71.23,26.46,46.2,8.29,558.29,297.63,247.34,87.46,238.01
2006,91.03,46.4,39.69,31.39,73.5,7.26,1577.52,269.39,55.25,87.48,293.17
2006,86.79,42.84,13.21,14.21,76.04,5.54,1096.61,339.62,92.35,194.92,283.95
2006,78.4,19.35,71.56,24.24,72.22,7.59,1484.9,136.65,131.61,166.29,384.43
2006,23.36,90.31,3.11,18.32,77.22,6.13,1772.64,325.01,61.51,130.23,114.29
2006,63.09,92.81,63.63,25.01,53.6,6.6,1435.64,338.86,119.38,118.69,202.1
2006,56.04,66.63,38.83,33.81,36.84,6.09,628.84,352.14,96.67,61.86,102.58
2006,74.64,69.47,88.41,14.35,45.41,7.72,789.1,331.8,112.64,161.85,125.65
2006,6.92,56.05,38.81,28.59,45.14,8,1530.15,497.99,135.4,177.43,236.63
2006,18.98,19.52,28.32,29.35,33.04,6.33,638.06,318.86,290.09,106.51,344.22
2006,34.25,67.52,3.45,10.73,55.57,8.43,1143.41,424.99,84.25,46.62,193.11
2006,11.17,70.58,51.32,23.06,73.09,5.88,444.91,316.93,134.43,40.77,281.52
2006,84.51,48.28,84.57,18.4,59.89,6.51,361.91,407.7,179.8,160.11,221.21
2006,89.98,96.9,35.61,30.49,61.13,7.57,917.63,166.96,157.24,93.96,369.59
2006,4.75,7.9,4.98,18.57,73.32,7.2,1368.01,480.12,164.26,60.47,143.2
2006,70.93,78.3,76.32,28.27,70.21,8.38,1739,141.65,109.48,115.87,170.04
2006,20.37,88.67,57.84,12,73.46,6.05,1970.62,458.38,287.1,143.84,145.5
2006,78.32,40.47,89.01,31.21,51.82,6.78,275.81,469.96,276.03,117.94,253.36
2006,8.47,73.12,95.06,12.86,50.19,7.9,1605.05,412.7,110.25,139.9,361.1
2006,54.48,21.38,60.55,14.3,42.19,7.5,1308.7,479.95,128.05,75.84,207.75
2006,0.96,75.74,34.32,18.23,42.47,8.27,392.75,216.06,169.14,107.93,197.08
2006,42.46,98.87,28.57,12.35,36.09,5.82,911.27,358.93,121.89,143.09,293.03
2006,80.7,46.7,35.97,33.97,32.27,6.73,1642.79,348.56,107.94,138.99,288.09
2006,27.8,91.95,42.07,24.92,67.87,6.33,642.36,173.3,270.21,97.84,159.2
2006,54.23,52.06,99.45,15,58.36,6.13,1853.75,470.29,231.37,121.28,276.48
2006,82.91,92.44,82.73,29.24,80.2,6.71,1511.71,109.05,136.52,144.4,122.18
2006,22.01,71.2,59.29,30,66.55,6.1,1424.84,114.34,56.62,185.19,280.81
2006,47.54,46.34,27.79,16.82,34.35,6.18,1222.72,156.26,124.03,178.52,129.7
2006,95.31,12.01,22.99,22.41,35.32,6.1,747.88,463.46,222.57,157.82,394.58
2006,99.43,73.25,51.42,19.1,52.39,7.33,1272.71,475.2,156.5,45.79,112.8
2006,2.45,16.58,9.89,21.18,44.48,6.39,354.07,422.23,284.4,128.78,241.9
2006,21.09,86.61,87.53,16.63,31.09,5.64,289.14,425.57,94.57,154.03,94.22
2006,62.22,78.5,61.47,17.66,42.89,8.08,1784.82,367.81,241.5,115.14,391.54
2007,49.35,70.54,62.27,26.98,66.89,8.39,362.96,189.67,178.25,69.6,102.21
2007,82.53,83.03,53.36,14.56,70.18,6.4,1365.01,128.85,246.67,66.87,214.18
2007,30.33,36.2,14.98,14.14,57.87,7.22,1945.39,194.51,268.15,47.1,282.41
2007,48.66,38.98,25.14,10.04,48.57,7.4,1454.43,156.61,113.15,65.1,173.79
2007,82.62,40.04,33.29,20.96,42.78,7.52,1724.08,160.91,116.51,82.16,171.46
2007,22.38,72.5,12.5,16.29,82.55,5.97,1176.21,232.38,158.15,95.04,146.83
2007,32.93,3.65,36.96,33.12,77.25,7.26,1844.7,121.88,91.01,134.35,67.72
2007,85.57,54.18,24.75,13.77,62.97,8.4,752.3,208.86,155.77,115.32,220.25
2007,98.33,55.15,93.75,26.51,45.55,6.07,1011.34,154.97,253.09,87.6,237.49
2007,68.82,67.93,38.13,27.83,53.79,5.99,842.46,359.78,167.14,148.19,142.49
2007,56.77,49.1,60.87,33.52,85.01,8.47,457.77,336.29,252.89,53.1,153
2007,64.69,97.77,73.32,26.12,48.21,5.59,363.81,238.91,285.79,151.86,330.95
2007,53.87,65.8,25.46,30.24,31.45,6.21,546.93,248.67,85.1,135.74,124.28
2007,3.79,98.68,15.51,15.17,78.6,6.79,1615.67,375,245.93,178.6,251.93
2007,62.96,88.99,94.88,30.89,48.6,7.79,1096.62,100.41,116,88.96,60.76
2007,65.77,55.04,74.21,10.9,67.66,6.24,1092.74,325.78,154.98,101.87,104.52
2007,31,75.8,31.02,25.01,68.46,6.84,1174.24,382.38,69.12,58.94,110.62
2007,46.69,26.19,3.65,24.42,83.19,7.82,1770.22,245.61,135.04,143.39,346.89
2007,24.64,36.93,26.49,27.03,62.19,5.89,1351.61,108.44,125.6,114.04,340.17
2007,22.86,24.44,58.45,27.57,82.23,6.58,1205.69,210.7,277.11,63.24,113.77
2007,41.73,67.45,79.45,29.81,50.27,7.22,532.83,190.18,198.36,103.19,276.46
2007,27.13,27.64,68.83,33.38,82.96,7.76,1908.91,266,88.21,156.29,169.55
2007,25.64,42.37,38.16,24.2,68.43,5.92,1281.82,232.93,183.94,93.94,308.44
2007,0.06,77.19,50.09,15.31,62.61,7.26,518.2,300.31,169.33,156.16,222.28
2007,15.53,83.23,15.38,27.06,64.6,6.18,606.16,297.19,260.02,193.08,268.13
2007,64.48,34.92,61.46,23.31,32.93,6.8,1771.77,181.14,148.62,138.19,172.02
2007,99.43,22.93,43.15,21.01,39.86,7.81,452.71,401.11,259.43,92.92,110.01
2007,56.51,39.28,88.9,14.34,87.32,5.91,1653.3,489.15,297.56,61.16,87.73
2007,46.26,18.85,43.61,19.68,56.54,7.73,570.53,125.4,252.35,54.07,232.31
2007,71.2,77.79,49.03,23.17,32.23,6.03,1718.19,163.11,279.15,114.52,294.82
2007,95.27,70.24,39.74,13.68,71.69,7.68,1419.57,351.08,281.77,112.2,287.36
2007,80.15,27.65,37.14,17.82,56.99,7.06,448.15,341.61,142.33,62.92,265.1
2007,50.58,98.9,39.21,20.48,61.72,5.94,506.04,463,51.69,51.79,234.64
2007,97.37,90.95,53.8,27.6,61.6,6.5,821.75,485.33,89.45,88.15,254.08
2007,15.76,87.54,49.51,22.43,30.97,6.3,1930.09,152.53,120.33,71.31,69.31
2007,89.05,9.87,69.64,21.85,35.13,7.53,1638.88,402.45,278.3,117.87,368.41
2007,75.6,39.94,74.93,24.17,54.25,7.63,619.3,302.06,246.36,77.77,377.08
2007,28.48,34.29,41.8,14.52,70.25,7.08,1894.82,408.65,212.32,131.9,259.56
2007,41.5,93.26,39.06,25.67,33.57,7.65,572.46,301.37,97.67,85.43,84.2
2007,19.74,90.52,45.99,27.14,49.4,6.54,747.06,280.39,169.28,114.16,153.71
2007,46.73,35.25,54.17,28,38.1,7.13,919.76,106.99,149.46,93.05,180.25
2007,43.52,45.14,31.02,14.01,45.66,5.82,1510.97,242.91,126.77,64.05,166.8
2007,19.54,71.64,8.99,15.54,46.53,7.1,1063.58,159.26,262.07,148.4,286.96
2007,45.69,70.95,45.5,14.23,80.6,7.49,858.75,210.8,162.59,196.92,60.16
2007,34.53,70.77,5.17,21.32,81.91,6.65,452.04,284.15,215.01,121.24,397.5
2007,5.29,5.18,76.88,23.02,63.64,6.92,1535.4,338.36,112.38,113.76,194.19
2007,99.6,31.6,40.63,34.7,78,8.24,1899.39,319.21,224.48,177.19,317.17
2007,3.57,10.71,47.01,34.44,82.95,7.58,1790.62,158.07,85.85,42.07,80.84
2007,77.36,31.83,72.11,17.13,81,6.91,397.01,180.96,51.1,50.23,385.52
2007,37.93,69.41,65.44,26.17,41.13,6.01,281.12,249.46,115.97,118.43,63.39
2007,93.46,17.76,15.75,20.77,68.62,6.32,336.37,354.95,224.18,138.7,122.89
2007,12.39,65.59,92.78,11.28,67.74,7.74,1604.68,100.45,275.7,156.86,299.58
2007,28.6,68.52,70.13,15.29,42.99,7.54,396.87,397.81,52.37,194.45,320.96
2007,6.3,14.67,42.34,28.75,49.54,8.16,337.48,187.96,228.07,90.5,361.54
2007,6.19,42.46,7.17,15.92,60.83,7.78,1860.68,453.31,51.53,67.67,338.78
2007,66.48,61.83,81.45,34.88,58.99,6.6,399.12,277.34,209.35,137.86,235.87
2007,17.41,7.7,62.83,33.19,53.56,7.73,1355.26,485.49,237.24,154.66,293.89
2007,10.1,70.52,93.66,30.95,61.65,8.27,596.4,189.87,176.23,79.35,166.57
2007,32.82,24.37,83.26,13.9,31.53,7.91,1656.76,257.3,199.61,60.54,385.6
2007,30.25,4.99,78.38,26.03,57.17,5.87,630.62,162.76,147.27,151.32,346.86
2007,43.06,84.81,73.47,32.1,46.95,6.97,1245.09,226.13,276.76,82.64,305.58
2007,32.86,90.34,86.58,29.42,57.45,6.68,1709.16,200.32,176.68,177.54,366.88
2007,29.97,85.32,57.11,17.03,77.12,6.65,1704.05,210.44,154.13,53.63,249.25
2007,60.67,19.85,77.14,15.88,50.5,7.38,1950.27,102.69,117.71,132.46,376.66
2007,6.76,86.91,58.46,20.73,36.67,6.91,1261.33,294.31,172.76,136.52,398.86
2007,51.34,74.01,76.6,31.99,87.68,5.88,1148.6,327.69,187.71,62.25,161.87
2007,76.11,85.37,58.49,11.63,89.86,6.58,731.8,133.11,258.94,142.02,195.28
2007,75.61,62.07,43.45,11.61,47.38,6.35,346.33,262.46,274.82,176.61,127.28
2007,33.99,69.08,64.88,16.11,80.92,8.09,1925.27,146.36,298.97,108.87,271.19
2007,91.22,31.98,43.85,16.58,42.41,7.6,841.34,217.43,229.16,108.46,376.19
2008,43.83,6.34,14.78,26.4,85.89,6.39,717.1,455.51,125.49,67.95,285.16
2008,23.63,93.7,37.93,14.3,33.92,6.82,1706.96,183.71,132.59,57.03,153.73
2008,82.5,35.41,70.1,11.78,52.82,8.26,1350.34,121.34,171.74,167.39,308.83
2008,58.3,23.78,64.96,27.83,74.71,8.2,861.93,318,174.25,104.36,99.67
2008,23.61,1.56,45.18,18.54,83.85,7.84,1407.99,188.16,187.66,143.01,371.71
2008,48.49,13.61,52.41,16.54,60.35,5.73,913.63,115.36,162.1,78.14,185.87
2008,78.26,50.02,15.27,10.85,31.29,8.08,451,205.25,82.59,84.25,167.74
2008,58.24,99.76,77.87,32.48,55.78,7.9,314.05,148.63,222.62,39.71,174.37
2008,57.53,50.74,80.28,29.55,50.85,7.97,950.44,135.26,87.88,90.1,222.59
2008,2.83,38.68,8.63,13.39,40.1,6.95,564.1,162.05,201.14,117.06,330.92
2008,7.27,47.23,45.28,31.82,58.83,6.39,811.73,200.83,150.69,85.69,242.06
2008,64.13,29.45,51.63,27.59,73.02,7.72,260.6,386.76,79.43,126.7,148.16
2008,52.62,38.85,15.59,18.08,86.01,7.64,964.49,176.42,207.67,113.96,326.84
2008,2.01,63.4,26.82,34.63,82.69,5.9,1285.22,386.13,60.41,60.65,258.58
2008,78.19,9.32,37.36,21.23,65.86,6.9,228.45,129.67,141.28,40.49,293.31
2008,61.5,31.85,83.78,30.17,33.99,8.17,1642.46,321.04,248.72,135.25,144.12
2008,82.36,21.71,72.6,16.87,81.88,6.56,1315.44,167.23,119.24,74.13,365.21
2008,9.89,98.29,28.3,27.82,32.39,5.55,1056.41,420.6,272.89,58.99,347.98
2008,49.02,3.02,43.99,34.9,73.55,5.66,1201.87,277.03,253.15,97.47,129.44
2008,71.82,55.04,99.28,11.06,77.44,6.81,464.26,315.05,107.24,186.65,391.08
2008,47.44,28.03,44.28,26.41,64.49,8.32,1309.99,212.39,234.1,41.55,69.33
2008,70.47,61.22,35.96,24.21,42.52,6.17,677.81,379.93,76.06,154.61,115.65
2008,2.62,0.03,82.6,20.81,86.58,8.11,1683.75,368.46,299.71,167.52,223.88
2008,66.86,73.71,21.78,28.34,51.61,7.48,1643.31,393.11,221.53,61.92,108.15
2008,3.38,71.31,60.42,33.25,59.32,7.2,556.74,402.91,142.63,192.86,95.09
2008,11.54,13.25,56.75,12.04,81.21,7.34,427.65,385.64,283.79,142.6,116.77
2008,64.51,71.55,72.43,33.12,88.95,6.23,1319.87,138.96,221.47,152.49,297.39
2008,23.67,42.52,32.55,19.91,51.4,8.38,1918.67,309.9,87.05,115.54,308.71
2008,6.19,5.14,11.88,15.5,86.11,5.56,927.39,371.89,110.05,107.84,346.84
2008,8.42,75.75,52.5,29.44,87.41,6.04,881.63,387.9,112.16,47.61,207.03
2008,81.16,45.16,77.32,22.02,87.94,8.05,741.41,244.65,238.72,67.39,153.36
2008,75.46,46.15,93.53,23.41,41.54,7.26,238.45,433.95,213.66,149.92,389.84
2008,97.26,42.42,45.89,29.69,80.35,7.39,1456.39,384.86,178.14,116.44,272.79
2008,32.41,57.33,91.29,20.89,37.56,5.91,767.75,394.79,205.18,159,121.61
2008,55.63,39.7,86.69,20.21,41.26,8.46,1732.32,131.46,204.02,34.4,118.01
2008,61.55,44.21,82.72,33.46,86.96,5.62,542.93,274.88,67.68,84.85,162.95
2008,71.21,10.14,60.65,15.96,46.59,6.82,1356.55,112.59,53.19,103.21,146.96
2008,11.94,5.38,63.07,25.96,42.93,5.69,1503.45,371.5,189.8,189.45,333.6
2008,50.85,7.67,84.99,17.91,79.63,6.34,1417.66,464.56,98.48,129.76,80.26
2008,59.49,44.38,70.4,11.82,54.18,8.33,1088.65,128.2,147.87,78.62,104.98
2008,60.89,56.54,44.33,21.21,49.63,6.39,1118.15,458.88,136.47,177.83,287.82
2008,20.39,99.97,71.34,16.84,76.19,5.53,825.58,138,250.63,185.88,323.02
2008,17.78,47.18,3.79,34.04,82.59,7.27,1158.96,237.42,175.72,121.2,206.88
2008,15.6,80.44,11.39,12.11,83.89,6.3,1931.58,402.95,130.37,121.28,288.17
2008,69.19,88.34,71.41,11.24,83.02,6.94,1043.97,366.36,127.77,58.42,85.27
2008,4.07,12.86,0.7,19.82,63.5,6.66,1092.58,478.85,183.19,180.18,138.59
2008,82.07,39.49,72.85,24.3,54.95,5.94,1119.29,107.66,220.18,70.8,252.96
2008,85.52,79.33,18.57,11.74,52.2,7.4,690.19,308.45,199.35,125.2,395.82
2008,13.16,15.23,98.71,18.32,61.3,8.34,735.67,338.69,113.45,82.26,172.13
2008,50.35,73.68,67.68,15.12,52.75,7.97,332.8,201.44,52.68,79.18,84.14
2008,55.72,69.72,47.64,12.5,47.83,7.85,1420.83,430.57,106.25,194.6,252.2
2008,53.68,25.09,10.01,18.92,74.48,6.64,1358.19,354.71,77.94,196.44,115.87
2008,65.48,85.89,66.64,18.93,41.85,5.69,542.24,487.4,231.88,66.52,174.91
2008,27.07,57.95,95.12,21.73,62.9,5.58,540.83,297.57,226.62,59.19,368.16
2008,15.49,50.53,54.49,11.1,77.12,7.14,354.07,426.56,203.7,115.88,306.92
2008,10.97,90.63,87.2,30.85,40.63,8.05,567.75,262.61,186.06,157.58,262.49
2008,17.39,83.74,21.1,34.31,47.57,6.46,875.07,330.72,226.69,196.43,275.3
2008,86.55,1.52,52.12,12.84,74.56,6.96,1920.33,347.65,289.21,68.75,313.04
2008,35.22,8.45,36.19,17.63,64.37,6.95,784.88,105.22,79.17,187.74,285.65
2008,22.23,4.44,30.26,33.45,52.61,7.81,829.54,240.7,196.82,102.72,135.06
2008,2.74,63.43,98.4,29.17,33.13,7.36,617.13,471.49,134.19,122.62,345.11
2008,86.65,30.06,74.42,25.16,84.08,7.68,709.43,221.99,92.52,66.37,135.63
2008,95.64,88.16,37.48,12.05,41.08,6.82,1106.62,150.94,298.14,158.04,158.24
2008,1.2,88.98,24.88,11.41,54.91,6.91,1729.79,152.25,134.64,90.03,262.47
2008,59.28,50.42,62.71,23.33,66.68,6.52,696.06,380.13,213.84,73.39,344.27
2008,96.44,61.96,6.66,16.5,83.96,5.72,222.65,213.17,222.56,118.36,194.91
2008,93.68,8.35,27.79,16.57,32.6,6.16,1568.73,385.32,109.63,34.91,232.19
2008,53.6,2.3,56.17,21.07,76.2,8.47,1108.02,385.15,257.52,101.04,117.71
2008,37.3,64.52,4.64,14.49,76.65,5.79,1029.81,157.58,140.54,161.65,345.77
2008,6.61,57.52,46.6,20.91,55.33,5.81,927.78,191.25,100.1,59.39,282.22
2008,89.1,60.72,51.86,19.09,81.57,7.68,1193.73,125.27,186.01,121.7,230.72
2008,47.92,28.49,93.16,10.27,79.78,6.09,1565.54,318.18,84.15,141.63,363.35
2008,0.94,24.32,39.79,20.66,63.06,5.8,1951.9,176.99,167.45,33.49,331.11
2008,53.27,4.5,13.71,17.44,72.64,6.31,1467.02,249.84,128.84,175.64,348.26
2008,71.98,80.13,51.94,26.16,78.07,8.13,856.44,159.9,285.47,116.94,84.08
2008,4.58,17.85,99.81,19.15,48.73,7.69,278.73,245.56,100.14,134.44,174.39
2008,24.28,83.21,42.07,33.32,69.68,6.06,1510.33,153.03,152.59,119.13,123.3
2008,20.51,24.22,13.41,14.25,51.69,7.98,732.6,174.17,170.91,96.86,329.16
2008,55.23,87.2,94.99,19.09,42.98,6.48,1175.58,466.47,128.98,49.84,292.96
2008,16.14,94.75,73.03,11.49,38.59,6.94,1421.96,123.53,210.34,159.3,68.23
2008,46.49,87.35,63.72,22.27,39.11,7.65,791.22,262.2,268.5,49.58,328.59
2008,99.02,86.84,6.19,30.36,56.02,7.84,732.41,403.8,119.99,70.45,130.07
2008,96.7,9.04,95.1,25.18,50.16,5.89,1759.49,462.38,102.88,109.1,363.62
2008,44.65,60.47,90.46,21.97,52.56,7.65,1880.69,355.42,195.99,98.18,381.87
2008,85.99,79.07,63.67,19.42,81.31,7.21,404.77,350.16,53.43,192.26,137.03
2008,47.82,76.54,70.51,17.84,73.72,7.75,1904.46,243,182.26,177.38,166.5
2008,70.21,16.38,56.98,19.95,39.98,6,1665.48,487.41,64.24,193.13,115.16
2008,85.31,38.87,36.18,17.37,53.46,8.46,269.83,399.57,200.37,72.55,294.72
2009,7.91,32.34,17.88,23.87,49.12,6.45,366.05,362.77,202.36,30.73,114.76
2009,43.71,38.62,3.68,28.63,63.88,8.08,215.4,304.25,75.93,77.37,180.67
2009,21.53,18.17,47.57,29.35,59.94,7.82,1915.55,345.07,216.85,97.27,106.35
2009,94.72,24.22,34.37,33.73,39.76,6.74,1177.51,331.92,243.63,136.67,253.33
2009,58.3,34.63,15.65,29.35,37.74,6.64,1433.43,162.02,278.65,101.54,250.84
2009,54.67,97.25,61.54,26.95,56.92,7.04,1158.92,429.6,211.14,73.15,341.64
2009,87.9,21.68,5.76,28.63,67.84,5.67,1314.65,263.76,198.13,119.55,235.62
2009,79.48,94.81,36.13,23.9,55.32,7.59,1757.01,139.75,119.56,179.18,177.87
2009,61.88,30.84,59.07,16.39,77.8,6,1646.45,481.27,259.56,194.21,86.04
2009,74.69,81.45,49.97,10.07,38.72,8.1,788.08,454.43,257.39,93.61,344.63
2009,49.55,61.66,23.95,29.59,76.23,7.53,571.44,222.98,266.03,31.77,199.36
2009,53.34,99.29,6.94,25.88,77.1,8.13,311.64,319.1,149.51,173.88,192.34
2009,17.82,32.4,14.27,16.83,80.42,8.17,435.77,254.58,173.09,137.5,377.1
2009,81.64,1.03,4.05,16.68,31.64,8.15,1110.47,412.53,116.7,150.83,80.04
2009,7.67,92.07,86.62,13.9,85.86,5.87,770.58,267.87,93.93,178.23,360.95
2009,97.61,97.23,74,21.6,63.71,6.84,1613.42,116.32,269.1,129.57,118.48
2009,12.54,53.76,16.52,26.59,87.19,6.03,1688.7,148.78,78.28,109.81,75.89
2009,46.47,9.11,38.24,11.81,78.28,7.01,926.24,219.46,224.98,34.56,152.63
2009,23.72,5.29,38.5,17.37,38.58,5.53,415.45,471.63,271.86,130.73,226.34
2009,98.46,26.88,85.61,10.93,68.25,6.81,1549.73,315.33,220.4,172.46,159.83
2009,48.37,26.37,10.4,23.82,77.33,6.91,1818.01,337.1,125.44,196.15,62.83
2009,17.58,42.43,59.8,17.88,35.25,7.68,1573.47,180.27,220.88,95.51,311.47
2009,12.73,9.82,16.72,33.38,50.78,7.27,638.49,137.44,275.68,166.71,62.85
2009,95.73,4.34,6.93,24.96,84.37,8.17,1860.28,408.56,187.63,142.48,270.09
2009,44.67,28.66,59.79,20.6,82.22,7.62,1191.69,203.74,161.01,59.72,223.91
2009,61.81,74.35,77.09,15.93,63.38,5.52,1144.5,300,239.78,45.18,183.56
2009,66.15,63.86,98.68,17.26,82.31,6.71,1779.08,420.02,151.52,68.71,248.99
2009,44.75,26.48,16.89,25.21,39.4,7.68,282.48,197.09,128.53,127.02,187.12
2009,33.29,51.12,61.19,21.74,85.8,6.7,587.54,411.35,162.42,127.73,315.68
2009,1.86,89.3,40.66,27.92,58.64,8.04,1673.59,433.6,110.37,124.99,226.01
2009,2.59,0.94,73.53,16.4,49.33,6.45,949.98,291.27,125.42,169.82,114.46
2009,55.89,45.02,29.34,22.04,45.81,5.56,1222.27,457.66,216.04,114.17,246.69
2009,94.88,4.03,58.93,31.36,35.66,7.05,1401.46,409.24,93.55,102.18,155.51
2009,77.13,47.29,92.79,17.03,57.61,6.86,421.72,323.56,200.66,113.89,233.12
2009,72.72,38.13,19.86,29.58,36.21,6.29,489.59,419.77,200.2,152.82,107.14
2009,3.78,1.15,0.26,28.51,31.98,6.59,368.2,373.91,226.04,67.31,272.95
2009,92.98,48.33,83.28,25.55,58.99,6.64,1930.25,196.55,292.79,30.87,137.6
2009,66.19,99.09,69.82,13.99,30.92,8.08,527.87,109.04,293.92,84.07,143.22
2009,87.83,18.54,13.32,32.84,73.57,6.79,1678.09,153.64,184.81,81.83,293.81
2009,65.46,65.81,65.3,32.95,71.38,5.5,1667.29,324.63,122.19,59.07,292.85
2009,96.22,7.78,40.07,32.32,37.27,8.29,1309.7,169.85,175.37,169.73,113.37
2009,53.65,65.76,21.11,24.22,83.59,6.37,1159.37,290.87,235.17,179.96,96.73
2009,39.71,15.11,34.79,17.78,50.94,5.88,440.14,475.03,126.92,56.26,296.6
2009,20.03,45.22,82.4,13.42,42.75,6.67,1260.38,465.86,248.7,118.82,353.95
2009,94.85,95.81,8.3,10.39,74.31,7.12,336.93,110.17,172.89,176.37,228.42
2009,56.89,84.96,19.01,26.38,45.79,6.95,947.57,363.78,216.74,36.44,131.37
2009,95.54,62.93,75.15,29.68,42.96,5.95,617.88,136.98,123.76,125.71,158.93
2009,47,73.34,54.36,26.15,41.39,8.2,791.67,477.66,50.18,135.14,157.2
2009,74.47,93.65,27.6,27.98,43.47,6.78,384.08,249.54,124.98,159.7,84.81
2009,53.41,44.87,14.45,10.73,66.24,7.96,1483.86,438.47,282.15,148.74,186.33
2009,9.69,90.72,74.13,19.52,54.27,6.12,1250.57,160.38,178.21,145.6,230.5
2009,15.17,93.75,27.38,25.21,38.59,7.28,1389.98,435.35,226.59,95.81,309.68
2009,34.28,38.86,56.23,23.81,68.74,6.16,1216.76,108.2,109.69,133.43,170.95
2009,26.14,61.7,6.54,11.27,44.39,6.64,594.1,241.32,230.47,47.22,142.39
2009,70.44,52.76,11.7,13.69,83.7,6.94,1302.5,384.36,70.3,134.75,308.55
2009,69.17,82.01,7.9,24.8,72.42,5.63,262.66,314.75,144.52,91.61,102.72
2009,92.55,57.59,15.39,30.75,31.22,6.78,1968.81,354.64,120.47,98.49,293.95
2009,35,96.82,93.35,17.53,74.44,7.14,1423.83,105.59,231.32,133.05,290.49
2009,19.58,96.15,59.44,29.23,57.72,8.06,751.07,242.37,201.51,181.88,303.94
2009,78.03,88.14,56.09,10.31,36.15,7.11,896.2,107.8,177.01,124.19,82.3
2009,34.07,51.2,38.09,31.33,60.85,6.69,419.83,297.04,276.89,161.75,312.72
2009,50.14,32.66,61.19,31.2,45.47,6.48,1854.47,137.23,110.03,101.72,372.8
2009,8.12,0.58,75.66,14.36,61.94,5.62,995.99,245.2,113.51,158.26,244.02
2009,37.05,87.08,20.47,17.69,41.4,7.58,1590.52,477.46,99.69,61.69,391.19
2009,54.58,50.87,51.07,10.31,58.52,5.65,564.56,153.14,85.75,114.41,345.2
2009,9.39,19.68,50.72,27.98,42.03,7.37,1835.85,412.34,128.16,168.24,299.53
2009,3.98,82.26,97.82,25.13,80.18,5.87,1549.55,113.82,100.76,121.91,253.72
2009,79.43,25.57,19.17,24.69,34.35,7.41,398.87,111.53,294.16,79.17,65.58
2009,86.21,6.5,69.39,14.85,86.79,7.68,920.08,154.66,115.41,164.13,311.59
2009,47.36,8.45,79.33,28.64,68.96,8.33,1671.87,277.46,218.91,91.67,243.85
2009,27.14,46.32,83.38,33.81,63.27,5.53,667.03,141.98,111.95,112.79,100.27
2009,55.86,59.58,20.76,28.87,88.37,5.55,748.82,195.16,91.59,31.08,347.1
2009,48.68,80.89,43.27,15.92,52.49,7.28,1467.61,391.27,239.84,72.64,243.64
2009,68.99,69.54,2.44,30.02,36,8.02,1433.62,282.63,291.3,63.73,61.91
2009,43.48,27.88,55.49,20.1,64.53,7.31,255.97,255.71,160.03,92.53,300.02
2009,72.18,49.84,2.84,26.9,79.68,7.01,1631.71,285.47,67.51,154.22,254.37
2009,69.51,83.5,11.87,10.09,86.43,8,1537.76,231.34,154.8,177.37,360.21
2009,16.3,68.5,9.02,13.51,83.19,6.28,391.37,260.01,227.19,42.63,199.99
2009,65.66,68.03,17.22,24.25,69.71,6.9,416.49,408.59,217.86,179.71,128.54
2009,35.4,97.99,20.71,25.68,53.76,7.28,1343.05,488.7,68.78,151.87,168.88
2009,98.75,45.24,47.33,17.73,74.11,8.46,513.77,477.96,246.7,58.93,78.58
2009,47.43,27.32,18.25,34.78,89.07,7.59,222.43,430.32,197.26,169.33,116.21
2009,51.05,44.74,78.6,26.12,86.3,6.58,1580.53,374,138.95,175.74,265.29
2009,91.94,26.74,51.56,27.63,81.72,7.69,1872.35,308.83,129.24,76.56,234.73
2009,10.26,22.3,77.2,11.23,80.33,7.91,1000.61,322.46,54.22,160.25,296.5
2009,2.83,49.06,15.1,22.86,60.5,6.18,465.3,141.18,136.27,195.65,191.26
2009,78.98,93.38,73.43,11.83,32.8,7.32,1799.99,124.1,201.23,77.61,224.39
2009,75.11,46.99,53.92,28.81,83.31,8.49,1126.74,214.26,263.89,108.61,327.77
2010,55.12,84.02,28.55,15.95,71.69,6.51,1361.75,170.09,187.44,129.27,109.7
2010,91.23,37.47,81.45,29.37,44.06,5.59,894.77,463.29,281.4,67.97,140.91
2010,49.76,38.84,84.84,22.56,32.24,6.72,441.01,196.56,199.9,162.49,321.81
2010,24.09,50.23,93.13,16.01,78.93,7.51,1477.04,158,183.8,121.04,130.46
2010,11.75,93.62,43.26,20.01,88.76,5.92,1558.47,118.13,119.89,102.76,215.32
2010,12.63,11.8,86.14,14.16,31.79,5.73,232.94,364.48,180.77,133.42,297.04
2010,45.1,69.97,92.01,17.03,78.21,5.8,776.87,141.38,293.21,178.05,339.72
2010,49.46,75.92,67.44,23.92,58.96,7.19,1803.44,205.63,77.36,130.9,133.47
2010,53.42,76.99,20.62,24.49,54.14,5.87,1674.4,450.74,102.53,85.81,91.39
2010,83.2,70.81,67.46,24.09,67.27,7.64,1153.33,206.22,219.58,68.58,334.13
2010,7.38,60.75,28.59,30.49,42.6,6.44,1825.6,347.01,242.85,142.49,326.19
2010,19.76,24.46,25.4,15.17,60.14,7,1924.08,270.58,299.95,101.34,212.25
